root,stat,count,mean_dist,avg_prize_in_bin,sum_prize_in_bin,num_terms,cum_prize,per_%_total_prize,cum_%_total_prize,roots_in_bin
61,"(9.8, 11.75]",21.0,20.167857142857144,1.8242380952380952,38.309,21.0,91.02,8.113752226521711,19.27781272437302,3.0
61,"(11.75, 13.7]",30.0,20.167857142857144,1.1886,35.658,30.0,126.678,7.5522769295286025,26.830089653901624,2.0
61,"(13.7, 15.65]",13.0,20.167857142857144,0.716076923076923,9.309,13.0,135.987,1.9716233646581902,28.801713018559816,5.0
61,"(15.65, 17.6]",14.0,20.167857142857144,2.6924285714285716,37.694,14.0,173.68099999999998,7.983496735140813,36.78520975370063,3.0
61,"(17.6, 19.55]",14.0,20.167857142857144,2.6307857142857145,36.831,14.0,210.512,7.800715452113634,44.585925205814256,2.0
61,"(19.55, 21.5]",16.0,20.167857142857144,2.4074375,38.519,16.0,249.031,8.158229711383482,52.74415491719774,3.0
61,"(21.5, 23.45]",19.0,20.167857142857144,1.6243684210526315,30.863,19.0,279.894,6.536707691851512,59.28086260904926,3.0
61,"(23.45, 25.4]",27.0,20.167857142857144,1.4030370370370369,37.882,27.0,317.776,8.023314673969445,67.3041772830187,2.0
61,"(25.4, 27.35]",28.0,20.167857142857144,1.8677142857142857,52.296,28.0,370.072,11.076164515862576,78.38034179888128,2.0
61,"(27.35, 29.3]",13.0,20.167857142857144,1.5953076923076923,20.739,13.0,390.811,4.392469326420261,82.77281112530154,0.0
61,"(29.3, 31.25]",16.0,20.167857142857144,1.8525625,29.641,16.0,420.452,6.277891089465401,89.05070221476694,0.0
61,"(31.25, 33.2]",7.0,20.167857142857144,2.2982857142857145,16.088,7.0,436.54,3.4073989355055287,92.45810115027247,1.0
61,"(33.2, 35.15]",8.0,20.167857142857144,1.974375,15.795,8.0,452.33500000000004,3.345342254246011,95.80344340451849,0.0
61,"(35.15, 37.1]",6.0,20.167857142857144,1.9623333333333333,11.774,6.0,464.10900000000004,2.493704317916589,98.29714772243507,1.0
61,"(37.1, 39.05]",3.0,20.167857142857144,0.7516666666666666,2.255,3.0,466.36400000000003,0.4776034683966289,98.7747511908317,0.0
61,"(39.05, 41.0]",6.0,20.167857142857144,0.9641666666666667,5.785,6.0,472.14900000000006,1.225248809168292,100.0,0.0
61,2.0-41.0,280.0,20.167857142857144,1.6862464285714287,472.14900000000006,280.0,472.14900000000006,100.0,100.0,29.0
301,5-num Summary,280.0,16.382142857142856,,,280.0,,,,
301,"(2.0, 3.7]",9.0,16.382142857142856,1.662111111111111,14.959,9.0,14.959,2.9341210484299634,2.9341210484299634,1.0
301,"(3.7, 5.4]",9.0,16.382142857142856,1.7833333333333334,16.05,9.0,31.009,3.148114367758601,6.082235416188564,1.0
301,"(5.4, 7.1]",17.0,16.382142857142856,2.5922352941176467,44.068,17.0,75.077,8.643682489619067,14.72591790580763,3.0
301,"(7.1, 8.8]",18.0,16.382142857142856,1.958277777777778,35.249,18.0,110.326,6.913886813029467,21.639804718837098,0.0
301,"(8.8, 10.5]",25.0,16.382142857142856,2.0192,50.480000000000004,25.0,160.80599999999998,9.901359083143563,31.54116380198066,4.0
301,"(10.5, 12.2]",27.0,16.382142857142856,1.959296296296296,52.900999999999996,27.0,213.707,10.376224184971822,41.917387986952484,1.0
301,"(12.2, 13.9]",16.0,16.382142857142856,2.0896875,33.435,16.0,247.142,6.558081239003666,48.47546922595615,3.0
301,"(13.9, 15.6]",19.0,16.382142857142856,1.162578947368421,22.089,19.0,269.231,4.332629175664781,52.80809840162093,4.0
301,"(15.6, 17.3]",22.0,16.382142857142856,1.901090909090909,41.824,22.0,311.055,8.203534910724967,61.0116333123459,3.0
301,"(17.3, 19.0]",11.0,16.382142857142856,2.442272727272727,26.865,11.0,337.92,5.269413862295004,66.2810471746409,4.0
301,"(19.0, 20.7]",11.0,16.382142857142856,1.9041818181818184,20.946,11.0,358.86600000000004,4.108436358073001,70.38948353271391,0.0
301,"(20.7, 22.4]",21.0,16.382142857142856,1.7885714285714287,37.56,21.0,396.42600000000004,7.367176053147231,77.75665958586114,3.0
301,"(22.4, 24.1]",18.0,16.382142857142856,1.579888888888889,28.438,18.0,424.86400000000003,5.577948684755084,83.33460827061622,0.0
301,"(24.1, 25.8]",8.0,16.382142857142856,1.222375,9.779,8.0,434.64300000000003,1.918094106063013,85.25270237667924,0.0
301,"(25.8, 27.5]",22.0,16.382142857142856,1.7234545454545454,37.916,22.0,472.559,7.437003387410288,92.68970576408952,1.0
