budget,capacity,terminal,root,node,bc_tr_asp,num_interm_nodes,family_size,category,value
250,min,2044,2001,2030,4.526252117557955e-06,7,2,protected,4141366.893764163
250,min,2044,2001,2004,6.842477279411149e-06,7,2,protected,4141366.893764163
250,min,2044,2001,2027,4.938878992291861e-06,7,2,protected,4141366.893764163
250,min,2044,2001,2029,8.787147516446352e-06,7,2,protected,4141366.893764163
250,min,2044,2001,2019,1.2124218463453236e-05,7,2,protected,4141366.893764163
250,min,2044,2001,2010,1.2712780033765711e-05,7,2,protected,4141366.893764163
250,min,2044,2001,2011,1.1273827692326534e-05,7,2,protected,4141366.893764163
275,min,131,1,21,0.006832417433505095,1,2,protected,1750118.7353424656
275,min,132,1,21,0.006832417433505095,1,2,dominant,6821802.882816058
275,min,136,1,22,0.0026167533486082116,1,2,dominant,6821802.882816058
275,min,144,1,24,0.0009101443806205299,4,1,only_child,8541812.466721177
275,min,144,1,48,0.004625416490922056,4,1,only_child,8541812.466721177
275,min,144,1,45,0.006036491220157679,4,1,only_child,8541812.466721177
275,min,144,1,21,0.006832417433505095,4,1,only_child,8541812.466721177
275,min,160,1,42,0.0031583585511919046,2,2,dominant,5162728.501841529
275,min,160,1,22,0.0026167533486082116,2,2,dominant,5162728.501841529
275,min,183,1,48,0.004625416490922056,3,2,dominant,5331335.241171337
275,min,183,1,45,0.006036491220157679,3,2,dominant,5331335.241171337
275,min,183,1,21,0.006832417433505095,3,2,dominant,5331335.241171337
275,min,443,1141,324,0.01285148544158195,2,1,only_child,4502325.636607452
275,min,443,1141,1148,0.006427823919903145,2,1,only_child,4502325.636607452
275,min,464,301,341,0.021042685949379834,2,2,dominant,2986954.9182335846
275,min,464,301,347,0.028667694920679245,2,2,dominant,2986954.9182335846
275,min,480,302,345,0.00769298343512892,2,1,only_child,9997367.675814806
275,min,480,302,304,0.018618634459969526,2,1,only_child,9997367.675814806
275,min,488,301,347,0.028667694920679245,1,2,dominant,8720063.978964943
275,min,840,601,624,0.0017429782398865965,4,2,dominant,6161306.158584186
275,min,840,601,638,0.006384698441742464,4,2,dominant,6161306.158584186
275,min,840,601,628,0.007640129187979631,4,2,dominant,6161306.158584186
275,min,840,601,633,0.018884346153560678,4,2,dominant,6161306.158584186
275,min,842,601,638,0.006384698441742464,3,1,only_child,9627188.06665995
275,min,842,601,628,0.007640129187979631,3,1,only_child,9627188.06665995
275,min,842,601,633,0.018884346153560678,3,1,only_child,9627188.06665995
275,min,852,601,628,0.007640129187979631,2,3,dominant,2176755.8177108536
275,min,852,601,633,0.018884346153560678,2,3,dominant,2176755.8177108536
275,min,853,601,628,0.007640129187979631,2,3,protected,2039462.2884240944
275,min,853,601,633,0.018884346153560678,2,3,protected,2039462.2884240944
275,min,901,601,715,0.0010688462703522749,7,2,protected,4428120.017628127
275,min,901,601,717,0.0007599742085838884,7,2,protected,4428120.017628127
275,min,901,601,706,0.0008813859740299066,7,2,protected,4428120.017628127
275,min,901,601,707,0.0013510655748785552,7,2,protected,4428120.017628127
275,min,901,601,722,0.004120112705616514,7,2,protected,4428120.017628127
275,min,901,601,726,0.002050243500214259,7,2,protected,4428120.017628127
275,min,901,601,712,0.003268264625630817,7,2,protected,4428120.017628127
275,min,902,601,715,0.0010688462703522749,7,2,dominant,8113892.541203884
275,min,902,601,717,0.0007599742085838884,7,2,dominant,8113892.541203884
275,min,902,601,706,0.0008813859740299066,7,2,dominant,8113892.541203884
275,min,902,601,707,0.0013510655748785552,7,2,dominant,8113892.541203884
275,min,902,601,722,0.004120112705616514,7,2,dominant,8113892.541203884
275,min,902,601,726,0.002050243500214259,7,2,dominant,8113892.541203884
275,min,902,601,712,0.003268264625630817,7,2,dominant,8113892.541203884
275,min,903,601,722,0.004120112705616514,3,1,only_child,4720751.239980388
275,min,903,601,726,0.002050243500214259,3,1,only_child,4720751.239980388
275,min,903,601,712,0.003268264625630817,3,1,only_child,4720751.239980388
275,min,905,608,718,0.00034163569794847383,1,1,only_child,6189299.534621126
275,min,907,608,720,0.001088936711536942,10,1,only_child,9249764.232243523
275,min,907,608,609,0.001054413362467129,10,1,only_child,9249764.232243523
275,min,907,608,723,0.005587315075307755,10,1,only_child,9249764.232243523
275,min,907,608,705,0.002219698071879329,10,1,only_child,9249764.232243523
275,min,907,608,722,0.004120112705616514,10,1,only_child,9249764.232243523
275,min,907,608,707,0.0013510655748785552,10,1,only_child,9249764.232243523
275,min,907,608,706,0.0008813859740299066,10,1,only_child,9249764.232243523
275,min,907,608,717,0.0007599742085838884,10,1,only_child,9249764.232243523
275,min,907,608,708,0.0004013452910228706,10,1,only_child,9249764.232243523
275,min,907,608,718,0.00034163569794847383,10,1,only_child,9249764.232243523
275,min,908,608,703,9.04960799768793e-05,3,1,only_child,6540095.451359273
275,min,908,608,708,0.0004013452910228706,3,1,only_child,6540095.451359273
275,min,908,608,718,0.00034163569794847383,3,1,only_child,6540095.451359273
275,min,912,601,710,0.004170056298629489,6,2,dominant,7977881.458007641
275,min,912,601,723,0.005587315075307755,6,2,dominant,7977881.458007641
275,min,912,601,705,0.002219698071879329,6,2,dominant,7977881.458007641
275,min,912,601,722,0.004120112705616514,6,2,dominant,7977881.458007641
275,min,912,601,726,0.002050243500214259,6,2,dominant,7977881.458007641
275,min,912,601,712,0.003268264625630817,6,2,dominant,7977881.458007641
275,min,913,601,706,0.0008813859740299066,5,1,only_child,3333273.6205978887
275,min,913,601,707,0.0013510655748785552,5,1,only_child,3333273.6205978887
275,min,913,601,722,0.004120112705616514,5,1,only_child,3333273.6205978887
275,min,913,601,726,0.002050243500214259,5,1,only_child,3333273.6205978887
275,min,913,601,712,0.003268264625630817,5,1,only_child,3333273.6205978887
275,min,914,601,705,0.002219698071879329,4,1,only_child,3264217.8095894605
275,min,914,601,722,0.004120112705616514,4,1,only_child,3264217.8095894605
275,min,914,601,726,0.002050243500214259,4,1,only_child,3264217.8095894605
275,min,914,601,712,0.003268264625630817,4,1,only_child,3264217.8095894605
275,min,952,602,652,0.030712533223626683,4,1,only_child,6987594.471884625
275,min,952,602,675,0.006073910475107189,4,1,only_child,6987594.471884625
275,min,952,602,664,0.010900154058003928,4,1,only_child,6987594.471884625
275,min,952,602,674,0.007280610836617844,4,1,only_child,6987594.471884625
275,min,1206,1141,1161,0.00556619917425607,1,2,dominant,4553721.695298969
275,min,1213,1141,1162,0.005580013176961553,5,2,dominant,5370290.858585588
275,min,1213,1141,1156,0.008679280900039719,5,2,dominant,5370290.858585588
275,min,1213,1141,1136,0.014606611935580391,5,2,dominant,5370290.858585588
275,min,1213,1141,324,0.01285148544158195,5,2,dominant,5370290.858585588
275,min,1213,1141,1148,0.006427823919903145,5,2,dominant,5370290.858585588
275,min,1219,1141,1133,0.004297022910830586,6,1,only_child,6674770.520014013
275,min,1219,1141,1154,0.007381079989487156,6,1,only_child,6674770.520014013
275,min,1219,1141,1156,0.008679280900039719,6,1,only_child,6674770.520014013
275,min,1219,1141,1136,0.014606611935580391,6,1,only_child,6674770.520014013
275,min,1219,1141,324,0.01285148544158195,6,1,only_child,6674770.520014013
275,min,1219,1141,1148,0.006427823919903145,6,1,only_child,6674770.520014013
275,min,1220,1141,1156,0.008679280900039719,4,1,only_child,8235622.812558777
275,min,1220,1141,1136,0.014606611935580391,4,1,only_child,8235622.812558777
275,min,1220,1141,324,0.01285148544158195,4,1,only_child,8235622.812558777
275,min,1220,1141,1148,0.006427823919903145,4,1,only_child,8235622.812558777
275,min,1527,1319,1351,2.1621315008823058e-05,1,2,dominant,4021824.0111616314
275,min,1534,1301,1354,4.64516336215709e-06,2,3,protected,1479316.1488403527
275,min,1534,1301,1355,1.043577588192087e-05,2,3,protected,1479316.1488403527
275,min,1535,1301,1354,4.64516336215709e-06,2,3,protected,2495000.390292799
275,min,1535,1301,1355,1.043577588192087e-05,2,3,protected,2495000.390292799
275,min,1536,1301,1355,1.043577588192087e-05,1,3,protected,1488838.1012193344
275,min,1537,1301,1355,1.043577588192087e-05,1,3,dominant,2536803.7478021136
275,min,1538,1301,1355,1.043577588192087e-05,1,3,protected,2458328.434222925
275,min,1565,1301,1354,4.64516336215709e-06,2,3,dominant,5464869.005383385
275,min,1565,1301,1355,1.043577588192087e-05,2,3,dominant,5464869.005383385
275,min,1637,1623,1619,4.3236527439199484e-05,3,1,only_child,8164024.148002518
275,min,1637,1623,1621,7.131767808166583e-05,3,1,only_child,8164024.148002518
275,min,1637,1623,1622,4.302582727261543e-05,3,1,only_child,8164024.148002518
275,min,1681,1649,1654,0.0003221111744475068,4,2,dominant,5123540.644651398
275,min,1681,1649,1655,0.0006158314305098937,4,2,dominant,5123540.644651398
275,min,1681,1649,1657,0.00023428228467482813,4,2,dominant,5123540.644651398
275,min,1681,1649,1658,0.00042889886926581654,4,2,dominant,5123540.644651398
275,min,1687,1649,1655,0.0006158314305098937,3,1,only_child,9931304.7286444
275,min,1687,1649,1657,0.00023428228467482813,3,1,only_child,9931304.7286444
275,min,1687,1649,1658,0.00042889886926581654,3,1,only_child,9931304.7286444
275,min,1688,1649,1663,0.0008742700849832924,4,1,only_child,9779993.43531802
275,min,1688,1649,1655,0.0006158314305098937,4,1,only_child,9779993.43531802
275,min,1688,1649,1657,0.00023428228467482813,4,1,only_child,9779993.43531802
275,min,1688,1649,1658,0.00042889886926581654,4,1,only_child,9779993.43531802
275,min,1771,1750,1755,2.1741316579945243e-05,3,2,protected,4012598.9059267063
275,min,1771,1750,1756,2.798949853556295e-05,3,2,protected,4012598.9059267063
275,min,1771,1750,1762,4.616500859277514e-05,3,2,protected,4012598.9059267063
275,min,1772,1750,1755,2.1741316579945243e-05,3,2,dominant,9706627.168543395
275,min,1772,1750,1756,2.798949853556295e-05,3,2,dominant,9706627.168543395
275,min,1772,1750,1762,4.616500859277514e-05,3,2,dominant,9706627.168543395
275,min,1778,1750,1762,4.616500859277514e-05,1,2,dominant,4935164.926115627
275,min,1813,1795,1792,0.0002578836519010966,2,2,dominant,3396872.947685486
275,min,1813,1795,1793,0.0006439455400981264,2,2,dominant,3396872.947685486
275,min,1815,1781,1793,0.0006439455400981264,2,2,dominant,3796623.223610626
275,min,1815,1781,1795,0.0004391761789767496,2,2,dominant,3796623.223610626
275,min,1820,1781,1796,0.00033031062494102325,2,2,dominant,4320010.547447066
275,min,1820,1781,1797,0.0005967111339890717,2,2,dominant,4320010.547447066
275,min,1821,1781,1797,0.0005967111339890717,1,3,dominant,4283201.8396289
275,min,1830,1781,1797,0.0005967111339890717,1,3,protected,1387052.7246010876
275,min,1882,1853,1857,0.0005131626458787597,3,4,protected,1725380.5718388173
275,min,1882,1853,1854,0.00035911930819218225,3,4,protected,1725380.5718388173
275,min,1882,1853,1852,0.00045006974190752526,3,4,protected,1725380.5718388173
275,min,1883,1853,1859,0.00013826129768760347,2,1,only_child,5477460.190776772
275,min,1883,1853,1855,0.0003174796320785033,2,1,only_child,5477460.190776772
275,min,1884,1853,1860,0.0002708950454810465,2,1,only_child,2812642.7228540126
275,min,1884,1853,1852,0.00045006974190752526,2,1,only_child,2812642.7228540126
275,min,1885,1853,1861,2.8461187866795536e-05,2,1,only_child,3459942.5262681595
275,min,1885,1853,1852,0.00045006974190752526,2,1,only_child,3459942.5262681595
275,min,1886,1857,1854,0.00035911930819218225,1,1,only_child,8629915.758251993
275,min,1887,1853,1864,0.00010983381060160308,4,2,dominant,3181053.503491521
275,min,1887,1853,1863,0.00011631289527062614,4,2,dominant,3181053.503491521
275,min,1887,1853,1859,0.00013826129768760347,4,2,dominant,3181053.503491521
275,min,1887,1853,1855,0.0003174796320785033,4,2,dominant,3181053.503491521
275,min,1889,1857,1868,0.0006399918944779837,1,1,only_child,3996569.8898939053
275,min,1890,1853,1870,0.00026298150788306326,3,1,only_child,2777213.735289869
275,min,1890,1853,1860,0.0002708950454810465,3,1,only_child,2777213.735289869
275,min,1890,1853,1852,0.00045006974190752526,3,1,only_child,2777213.735289869
275,min,1891,1858,1874,0.0002684136945480265,2,2,protected,7505242.556738599
275,min,1891,1858,1875,0.0004422384031404744,2,2,protected,7505242.556738599
275,min,1892,1858,1874,0.0002684136945480265,2,2,dominant,7628098.057749215
275,min,1892,1858,1875,0.0004422384031404744,2,2,dominant,7628098.057749215
275,min,1893,1858,1875,0.0004422384031404744,1,1,only_child,3372413.0315185464
275,min,1894,1853,1877,0.00026843777131539383,1,1,only_child,6385502.17229874
275,min,1895,1853,1878,5.6735512857961805e-05,2,2,protected,3963257.7004387355
275,min,1895,1853,1877,0.00026843777131539383,2,2,protected,3963257.7004387355
275,min,1896,1853,1878,5.6735512857961805e-05,2,2,dominant,3984082.8119665813
275,min,1896,1853,1877,0.00026843777131539383,2,2,dominant,3984082.8119665813
275,min,1897,1853,1863,0.00011631289527062614,3,1,only_child,3831915.274574983
275,min,1897,1853,1859,0.00013826129768760347,3,1,only_child,3831915.274574983
275,min,1897,1853,1855,0.0003174796320785033,3,1,only_child,3831915.274574983
275,min,1899,1834,1840,0.0005208981447886684,1,1,only_child,3912543.955957349
275,min,1904,1834,1837,0.0004300010001589727,2,1,only_child,7110097.5995076
275,min,1904,1834,1840,0.0005208981447886684,2,1,only_child,7110097.5995076
275,min,1906,1843,1845,8.632320592678426e-05,2,2,protected,3502243.248324103
275,min,1906,1843,1844,7.056899493245079e-05,2,2,protected,3502243.248324103
275,min,1907,1843,1845,8.632320592678426e-05,2,2,dominant,5682005.523913312
275,min,1907,1843,1844,7.056899493245079e-05,2,2,dominant,5682005.523913312
275,min,1908,1843,1849,9.608564311864518e-05,4,2,protected,2893138.3959061448
275,min,1908,1843,1850,4.6412730082356545e-05,4,2,protected,2893138.3959061448
275,min,1908,1843,1845,8.632320592678426e-05,4,2,protected,2893138.3959061448
275,min,1908,1843,1844,7.056899493245079e-05,4,2,protected,2893138.3959061448
275,min,1909,1843,1849,9.608564311864518e-05,4,2,dominant,7328149.206943658
275,min,1909,1843,1850,4.6412730082356545e-05,4,2,dominant,7328149.206943658
275,min,1909,1843,1845,8.632320592678426e-05,4,2,dominant,7328149.206943658
275,min,1909,1843,1844,7.056899493245079e-05,4,2,dominant,7328149.206943658
275,min,1910,1843,1851,1.3004920901342497e-05,5,1,only_child,3399902.094343657
275,min,1910,1843,1849,9.608564311864518e-05,5,1,only_child,3399902.094343657
275,min,1910,1843,1850,4.6412730082356545e-05,5,1,only_child,3399902.094343657
275,min,1910,1843,1845,8.632320592678426e-05,5,1,only_child,3399902.094343657
275,min,1910,1843,1844,7.056899493245079e-05,5,1,only_child,3399902.094343657
275,min,1911,602,660,0.0016029757213909164,4,1,only_child,6475516.612703121
275,min,1911,602,651,0.016927580982132033,4,1,only_child,6475516.612703121
275,min,1911,602,664,0.010900154058003928,4,1,only_child,6475516.612703121
275,min,1911,602,674,0.007280610836617844,4,1,only_child,6475516.612703121
275,min,1912,602,670,0.006043894931098145,4,1,only_child,8957855.505056681
275,min,1912,602,668,0.0034206504909427365,4,1,only_child,8957855.505056681
275,min,1912,602,667,0.0027166684210450636,4,1,only_child,8957855.505056681
275,min,1912,602,677,0.005950056768836636,4,1,only_child,8957855.505056681
275,min,1913,602,667,0.0027166684210450636,2,1,only_child,5308973.50641564
275,min,1913,602,677,0.005950056768836636,2,1,only_child,5308973.50641564
275,min,2037,2001,2030,4.526252117557955e-06,7,2,dominant,4168347.319640271
275,min,2037,2001,2004,6.842477279411149e-06,7,2,dominant,4168347.319640271
275,min,2037,2001,2027,4.938878992291861e-06,7,2,dominant,4168347.319640271
275,min,2037,2001,2029,8.787147516446352e-06,7,2,dominant,4168347.319640271
275,min,2037,2001,2019,1.2124218463453236e-05,7,2,dominant,4168347.319640271
275,min,2037,2001,2010,1.2712780033765711e-05,7,2,dominant,4168347.319640271
275,min,2037,2001,2011,1.1273827692326534e-05,7,2,dominant,4168347.319640271
275,min,2040,2001,2014,1.2521192136266035e-05,4,1,only_child,3519802.2293303018
275,min,2040,2001,2019,1.2124218463453236e-05,4,1,only_child,3519802.2293303018
275,min,2040,2001,2010,1.2712780033765711e-05,4,1,only_child,3519802.2293303018
275,min,2040,2001,2011,1.1273827692326534e-05,4,1,only_child,3519802.2293303018
275,min,2044,2001,2030,4.526252117557955e-06,7,2,protected,4141366.893764163
275,min,2044,2001,2004,6.842477279411149e-06,7,2,protected,4141366.893764163
275,min,2044,2001,2027,4.938878992291861e-06,7,2,protected,4141366.893764163
275,min,2044,2001,2029,8.787147516446352e-06,7,2,protected,4141366.893764163
275,min,2044,2001,2019,1.2124218463453236e-05,7,2,protected,4141366.893764163
275,min,2044,2001,2010,1.2712780033765711e-05,7,2,protected,4141366.893764163
275,min,2044,2001,2011,1.1273827692326534e-05,7,2,protected,4141366.893764163
275,min,2045,2001,2034,1.8582552739947999e-06,8,1,only_child,3369222.6176577727
275,min,2045,2001,2026,7.2566505370465105e-06,8,1,only_child,3369222.6176577727
275,min,2045,2001,2025,7.809525045183669e-06,8,1,only_child,3369222.6176577727
275,min,2045,2001,2020,6.316154465076461e-06,8,1,only_child,3369222.6176577727
275,min,2045,2001,2014,1.2521192136266035e-05,8,1,only_child,3369222.6176577727
275,min,2045,2001,2019,1.2124218463453236e-05,8,1,only_child,3369222.6176577727
275,min,2045,2001,2010,1.2712780033765711e-05,8,1,only_child,3369222.6176577727
275,min,2045,2001,2011,1.1273827692326534e-05,8,1,only_child,3369222.6176577727
275,min,2046,2001,2035,2.107027053482956e-06,8,2,dominant,2660500.241828816
275,min,2046,2001,2026,7.2566505370465105e-06,8,2,dominant,2660500.241828816
275,min,2046,2001,2025,7.809525045183669e-06,8,2,dominant,2660500.241828816
275,min,2046,2001,2020,6.316154465076461e-06,8,2,dominant,2660500.241828816
275,min,2046,2001,2014,1.2521192136266035e-05,8,2,dominant,2660500.241828816
275,min,2046,2001,2019,1.2124218463453236e-05,8,2,dominant,2660500.241828816
275,min,2046,2001,2010,1.2712780033765711e-05,8,2,dominant,2660500.241828816
275,min,2046,2001,2011,1.1273827692326534e-05,8,2,dominant,2660500.241828816
275,min,2048,2001,2024,2.7907924916947216e-06,8,2,protected,2973156.0538890185
275,min,2048,2001,2006,4.0191558129302275e-06,8,2,protected,2973156.0538890185
275,min,2048,2001,2025,7.809525045183669e-06,8,2,protected,2973156.0538890185
275,min,2048,2001,2020,6.316154465076461e-06,8,2,protected,2973156.0538890185
275,min,2048,2001,2014,1.2521192136266035e-05,8,2,protected,2973156.0538890185
275,min,2048,2001,2019,1.2124218463453236e-05,8,2,protected,2973156.0538890185
275,min,2048,2001,2010,1.2712780033765711e-05,8,2,protected,2973156.0538890185
275,min,2048,2001,2011,1.1273827692326534e-05,8,2,protected,2973156.0538890185
275,min,2049,2001,2024,2.7907924916947216e-06,8,2,dominant,3213301.963710653
275,min,2049,2001,2006,4.0191558129302275e-06,8,2,dominant,3213301.963710653
275,min,2049,2001,2025,7.809525045183669e-06,8,2,dominant,3213301.963710653
275,min,2049,2001,2020,6.316154465076461e-06,8,2,dominant,3213301.963710653
275,min,2049,2001,2014,1.2521192136266035e-05,8,2,dominant,3213301.963710653
275,min,2049,2001,2019,1.2124218463453236e-05,8,2,dominant,3213301.963710653
275,min,2049,2001,2010,1.2712780033765711e-05,8,2,dominant,3213301.963710653
275,min,2049,2001,2011,1.1273827692326534e-05,8,2,dominant,3213301.963710653
300,min,131,1,21,0.006832417433505095,1,2,protected,1750118.7353424656
300,min,132,1,21,0.006832417433505095,1,2,dominant,6821802.882816058
300,min,136,1,22,0.0026167533486082116,1,2,dominant,6821802.882816058
300,min,144,1,24,0.0009101443806205299,4,1,only_child,8541812.466721177
300,min,144,1,48,0.004625416490922056,4,1,only_child,8541812.466721177
300,min,144,1,45,0.006036491220157679,4,1,only_child,8541812.466721177
300,min,144,1,21,0.006832417433505095,4,1,only_child,8541812.466721177
300,min,160,1,42,0.0031583585511919046,2,2,dominant,5162728.501841529
300,min,160,1,22,0.0026167533486082116,2,2,dominant,5162728.501841529
300,min,183,1,48,0.004625416490922056,3,2,dominant,5331335.241171337
300,min,183,1,45,0.006036491220157679,3,2,dominant,5331335.241171337
300,min,183,1,21,0.006832417433505095,3,2,dominant,5331335.241171337
300,min,443,1141,324,0.01285148544158195,2,1,only_child,4502325.636607452
300,min,443,1141,1148,0.006427823919903145,2,1,only_child,4502325.636607452
300,min,464,301,341,0.021042685949379834,2,2,dominant,2986954.9182335846
300,min,464,301,347,0.028667694920679245,2,2,dominant,2986954.9182335846
300,min,480,302,345,0.00769298343512892,2,1,only_child,9997367.675814806
300,min,480,302,304,0.018618634459969526,2,1,only_child,9997367.675814806
300,min,488,301,347,0.028667694920679245,1,2,dominant,8720063.978964943
300,min,840,601,624,0.0017429782398865965,4,2,dominant,6161306.158584186
300,min,840,601,638,0.006384698441742464,4,2,dominant,6161306.158584186
300,min,840,601,628,0.007640129187979631,4,2,dominant,6161306.158584186
300,min,840,601,633,0.018884346153560678,4,2,dominant,6161306.158584186
300,min,842,601,638,0.006384698441742464,3,1,only_child,9627188.06665995
300,min,842,601,628,0.007640129187979631,3,1,only_child,9627188.06665995
300,min,842,601,633,0.018884346153560678,3,1,only_child,9627188.06665995
300,min,852,601,628,0.007640129187979631,2,3,dominant,2176755.8177108536
300,min,852,601,633,0.018884346153560678,2,3,dominant,2176755.8177108536
300,min,853,601,628,0.007640129187979631,2,3,protected,2039462.2884240944
300,min,853,601,633,0.018884346153560678,2,3,protected,2039462.2884240944
300,min,901,601,715,0.0010688462703522749,7,2,protected,4428120.017628127
300,min,901,601,717,0.0007599742085838884,7,2,protected,4428120.017628127
300,min,901,601,706,0.0008813859740299066,7,2,protected,4428120.017628127
300,min,901,601,707,0.0013510655748785552,7,2,protected,4428120.017628127
300,min,901,601,722,0.004120112705616514,7,2,protected,4428120.017628127
300,min,901,601,726,0.002050243500214259,7,2,protected,4428120.017628127
300,min,901,601,712,0.003268264625630817,7,2,protected,4428120.017628127
300,min,902,601,715,0.0010688462703522749,7,2,dominant,8113892.541203884
300,min,902,601,717,0.0007599742085838884,7,2,dominant,8113892.541203884
300,min,902,601,706,0.0008813859740299066,7,2,dominant,8113892.541203884
300,min,902,601,707,0.0013510655748785552,7,2,dominant,8113892.541203884
300,min,902,601,722,0.004120112705616514,7,2,dominant,8113892.541203884
300,min,902,601,726,0.002050243500214259,7,2,dominant,8113892.541203884
300,min,902,601,712,0.003268264625630817,7,2,dominant,8113892.541203884
300,min,903,601,722,0.004120112705616514,3,1,only_child,4720751.239980388
300,min,903,601,726,0.002050243500214259,3,1,only_child,4720751.239980388
300,min,903,601,712,0.003268264625630817,3,1,only_child,4720751.239980388
300,min,905,608,718,0.00034163569794847383,1,1,only_child,6189299.534621126
300,min,907,608,720,0.001088936711536942,10,1,only_child,9249764.232243523
300,min,907,608,609,0.001054413362467129,10,1,only_child,9249764.232243523
300,min,907,608,723,0.005587315075307755,10,1,only_child,9249764.232243523
300,min,907,608,705,0.002219698071879329,10,1,only_child,9249764.232243523
300,min,907,608,722,0.004120112705616514,10,1,only_child,9249764.232243523
300,min,907,608,707,0.0013510655748785552,10,1,only_child,9249764.232243523
300,min,907,608,706,0.0008813859740299066,10,1,only_child,9249764.232243523
300,min,907,608,717,0.0007599742085838884,10,1,only_child,9249764.232243523
300,min,907,608,708,0.0004013452910228706,10,1,only_child,9249764.232243523
300,min,907,608,718,0.00034163569794847383,10,1,only_child,9249764.232243523
300,min,908,608,703,9.04960799768793e-05,3,1,only_child,6540095.451359273
300,min,908,608,708,0.0004013452910228706,3,1,only_child,6540095.451359273
300,min,908,608,718,0.00034163569794847383,3,1,only_child,6540095.451359273
300,min,912,601,710,0.004170056298629489,6,2,dominant,7977881.458007641
300,min,912,601,723,0.005587315075307755,6,2,dominant,7977881.458007641
300,min,912,601,705,0.002219698071879329,6,2,dominant,7977881.458007641
300,min,912,601,722,0.004120112705616514,6,2,dominant,7977881.458007641
300,min,912,601,726,0.002050243500214259,6,2,dominant,7977881.458007641
300,min,912,601,712,0.003268264625630817,6,2,dominant,7977881.458007641
300,min,913,601,706,0.0008813859740299066,5,1,only_child,3333273.6205978887
300,min,913,601,707,0.0013510655748785552,5,1,only_child,3333273.6205978887
300,min,913,601,722,0.004120112705616514,5,1,only_child,3333273.6205978887
300,min,913,601,726,0.002050243500214259,5,1,only_child,3333273.6205978887
300,min,913,601,712,0.003268264625630817,5,1,only_child,3333273.6205978887
300,min,914,601,705,0.002219698071879329,4,1,only_child,3264217.8095894605
300,min,914,601,722,0.004120112705616514,4,1,only_child,3264217.8095894605
300,min,914,601,726,0.002050243500214259,4,1,only_child,3264217.8095894605
300,min,914,601,712,0.003268264625630817,4,1,only_child,3264217.8095894605
300,min,952,602,652,0.030712533223626683,4,1,only_child,6987594.471884625
300,min,952,602,675,0.006073910475107189,4,1,only_child,6987594.471884625
300,min,952,602,664,0.010900154058003928,4,1,only_child,6987594.471884625
300,min,952,602,674,0.007280610836617844,4,1,only_child,6987594.471884625
300,min,1206,1141,1161,0.00556619917425607,1,2,dominant,4553721.695298969
300,min,1213,1141,1162,0.005580013176961553,5,2,dominant,5370290.858585588
300,min,1213,1141,1156,0.008679280900039719,5,2,dominant,5370290.858585588
300,min,1213,1141,1136,0.014606611935580391,5,2,dominant,5370290.858585588
300,min,1213,1141,324,0.01285148544158195,5,2,dominant,5370290.858585588
300,min,1213,1141,1148,0.006427823919903145,5,2,dominant,5370290.858585588
300,min,1219,1141,1133,0.004297022910830586,6,1,only_child,6674770.520014013
300,min,1219,1141,1154,0.007381079989487156,6,1,only_child,6674770.520014013
300,min,1219,1141,1156,0.008679280900039719,6,1,only_child,6674770.520014013
300,min,1219,1141,1136,0.014606611935580391,6,1,only_child,6674770.520014013
300,min,1219,1141,324,0.01285148544158195,6,1,only_child,6674770.520014013
300,min,1219,1141,1148,0.006427823919903145,6,1,only_child,6674770.520014013
300,min,1220,1141,1156,0.008679280900039719,4,1,only_child,8235622.812558777
300,min,1220,1141,1136,0.014606611935580391,4,1,only_child,8235622.812558777
300,min,1220,1141,324,0.01285148544158195,4,1,only_child,8235622.812558777
300,min,1220,1141,1148,0.006427823919903145,4,1,only_child,8235622.812558777
300,min,1514,1314,1328,1.7710336924884973e-05,3,1,only_child,2287307.1421461073
300,min,1514,1314,1327,1.675987437709115e-05,3,1,only_child,2287307.1421461073
300,min,1514,1314,1321,1.675987437709115e-05,3,1,only_child,2287307.1421461073
300,min,1515,1314,1329,2.0602557796790172e-05,4,2,protected,3548115.41913308
300,min,1515,1314,1328,1.7710336924884973e-05,4,2,protected,3548115.41913308
300,min,1515,1314,1327,1.675987437709115e-05,4,2,protected,3548115.41913308
300,min,1515,1314,1321,1.675987437709115e-05,4,2,protected,3548115.41913308
300,min,1516,1314,1329,2.0602557796790172e-05,4,2,dominant,3875322.243175834
300,min,1516,1314,1328,1.7710336924884973e-05,4,2,dominant,3875322.243175834
300,min,1516,1314,1327,1.675987437709115e-05,4,2,dominant,3875322.243175834
300,min,1516,1314,1321,1.675987437709115e-05,4,2,dominant,3875322.243175834
300,min,1517,1314,1330,2.208074830516835e-05,5,2,dominant,5213466.865355137
300,min,1517,1314,1329,2.0602557796790172e-05,5,2,dominant,5213466.865355137
300,min,1517,1314,1328,1.7710336924884973e-05,5,2,dominant,5213466.865355137
300,min,1517,1314,1327,1.675987437709115e-05,5,2,dominant,5213466.865355137
300,min,1517,1314,1321,1.675987437709115e-05,5,2,dominant,5213466.865355137
300,min,1527,1319,1351,2.1621315008823058e-05,1,2,dominant,4021824.0111616314
300,min,1535,1301,1354,4.64516336215709e-06,2,3,protected,2495000.390292799
300,min,1535,1301,1355,1.043577588192087e-05,2,3,protected,2495000.390292799
300,min,1537,1301,1355,1.043577588192087e-05,1,3,dominant,2536803.7478021136
